id,status,request_type,description,created,closed,response_hours,sla_breach,latitude,longitude,location_detail
3292557,Closed,General Code Issue,I counted 10 signs in the public right-of-way. Please have them removed at your earliest convenience. Thanks!,2023-03-21 15:30:00,,,0,29.6503638,-82.3375551,"1216 SW 2ND AVE, Gainesville, FL, 32601"
4977201,Archived,General Police Enforcement,This is a constant occurrence at this location. People getting drunk and sleeping close to sidewalk and road. Trash piles up at stop sign and along NE 16th Ave. Panhandlers stepping into traffic lane. Same people are jailed and then return to repeat same infractions. Judges should require some restitution or community service ie.. clean-up of areas. Please help!,2018-10-03 14:54:00,2018-10-21 11:42:00,428.8,1,29.6665916,-82.3245234,N MAIN ST AND NE 16TH AVE
3222756,Archived,Sidewalk Repair,Sidewalk has been repaired with asphalt. Is this a temporary repair? A concrete sidewalk should be repaired with concrete as they have been in other areas of the same neighborhood,2017-02-21 10:30:00,2017-02-22 14:22:00,27.866666666666667,0,29.6654726780098,-82.3455866812505,1418 NW 17 TERR
3254859,Archived,Vehicle (Abandoned/Non-Operational),City Parking Lot not registered.,2017-03-08 09:35:00,2017-03-08 17:32:00,7.95,0,29.6578742,-82.3296758,500 NW 7TH AVE
4101060,Archived,Trash/Debris (Private Property),Pile of trash has been at and around curb for at least 3 weeks,2018-02-06 18:51:00,2018-02-08 11:39:00,40.8,0,29.6560040012479,-82.375412,527 NW 35TH TERR
7238140,Archived,Park Repair or Clean Up,"I)egal campsite in an area designated and paid for by ""Open spaces"". This is technically a park space overtaken by the homeless",2020-01-19 23:52:00,2020-01-21 09:38:00,33.766666666666666,0,29.6610541530037,-82.3277361384561,301 NW 10TH AVE
3263764,Archived,Parking in Yard (Other Than Driveway),Two scooters parked outside designated parking area.,2017-03-13 09:37:00,2017-03-13 11:06:00,1.4833333333333334,0,29.6810568013611,-82.3452084098524,1604 NW 6TH AVE
3595356,Archived,Vehicle (Abandoned/Non-Operational),2007 Toyota Scion Left front tire flat. Comp advised parked for 2 months,2017-07-28 16:40:00,2017-07-31 08:40:00,64.0,0,29.6891038,-82.3674496,3917 NW 30TH TER
3438510,Archived,Vehicle (Abandoned/Non-Operational),There is a Volkswagen at 3938 NW 20 Terr that is parked on the street. It doesn't run. It is adding to vehicular congestion at the house.,2017-05-24 18:39:00,2017-05-25 07:33:00,12.9,0,29.6897244473349,-82.3499766939178,3938 NW 20TH TERR
4300307,Archived,Right-of-Way Maintenance,"The bushes on this sidewalk are out over the sidewalk & cut outward as it gets taller, making only the small white edge of the sidewalk useable. This is on the SW corner of NE 10th Ave & NE 6th St.",2018-04-03 17:56:00,2018-04-05 16:27:00,46.516666666666666,0,29.6607758,-82.3188617,NE 10TH AVE & NE 6TH ST
5342142,Archived,Streetlight/Lamp,"Light out. City of Gainesville, I have reported about 10 lights being out in the downtown area in the last two weeks. Would you please offer an enhance service to Downtown and assign someone from GRU/Public Works to do a once a quarter walk? Thank you!",2019-01-30 19:56:00,2019-03-13 06:23:00,994.45,1,29.648283131606,-82.3248551832878,1 SE 4TH AVE
6837397,Archived,Parking Enforcement,Bartram residents keep parking in the UF ifas lot next to the building on the dog park side. The management has not done anything about the situation.   Please fix before towing starts.,2019-10-16 22:01:00,2020-01-07 12:17:00,1982.2666666666667,1,29.633292,-82.3576005,2337 SW ARCHER RD
4572723,Archived,Mosquito Control,The mosquitoes are very bad in Springtree right now due to all the rain. The whole neighborhood needs to be sprayed.,2018-06-17 02:10:00,2018-06-18 09:10:00,31.0,0,29.6937588748943,-82.3643822692139,4313 NW 28TH TERR
6733766,Archived,Trash/Debris (Public Property),,2019-09-26 08:39:00,2019-09-26 14:55:00,6.266666666666667,0,29.6538441520708,-82.3266974117361,206 NW 2ND ST
8453239,Archived,Trash/Debris (Private Property),Trash and recycling containers still not pulled back from curb  These containers have been at the curb for weeks,2020-08-24 09:24:00,2020-09-01 13:50:00,196.43333333333334,1,29.6523561159311,-82.3550414154367,1–99 NW 22ND DR
1845387,Archived,Vehicle (Abandoned/Non-Operational),"Subaru forester license plate EBGR49 parked in street, owner unknown, park there for at least a week.",2015-08-13 09:49:00,2015-08-13 13:22:00,3.55,0,29.671185,-82.306778,1421 NE 20TH PL
5273706,Archived,Road Repair,There is a large gap where the roads meet due to cracking/sinking. It is extremely bumpy when driving over it and could possibly cause damage to vehicles.,2019-01-08 07:24:00,2019-02-19 18:32:00,1019.1333333333333,1,29.657128,-82.3287492,NW 4TH ST AND NW 6TH PL
6587226,Archived,Tree/Limbs (Public Property),there are a few large limbs down in the Park from the adjacent property. my biggest concern is that the branches are laying on one of the newly planted trees in the park and if the downed limbs are removed the new tree will have a good chance of making it.,2019-09-02 08:50:00,2019-09-03 06:52:00,22.033333333333335,0,29.6495796319283,-82.3201030120254,415 SE 2ND AVE
5462398,Archived,Residential Rental Maintenance,"Bella Vista has rat infestations, tons of trash on city and residential property (in the ditch along the railroad) that is an environmental health hazard. Management refuses to fix numerous code violations such as missing screens, holes in walls, etc. Reported for Charles Lindsey in 65A.",2019-02-28 08:59:00,2019-02-28 14:45:00,5.766666666666667,0,29.6886998579049,-82.3257400265648,3900–3998 NW 1ST TER
4580038,Archived,Road Repair,,2018-06-19 09:47:00,2018-07-03 15:40:00,341.8833333333333,1,29.6613374519966,-82.3864437252383,4028 NW 10TH AVE
3157100,Archived,General Code Issue,There were 5 cars in the yard and 1 car in the driveway on North side.  This problem is recurrent.   See attached photo.,2017-01-18 21:59:00,2017-01-19 07:33:00,9.566666666666666,0,29.6810568013611,-82.3452084098524,1111 NW 22ND ST
2518540,Archived,Grass (Overgrown),Grass is very tall,2016-05-23 06:49:00,2016-06-21 10:51:00,700.0333333333333,1,29.6574105012496,-82.375423,631NW 35TH TERR
3805672,Archived,Road Repair,,2017-10-22 07:47:00,2017-10-23 18:11:00,34.4,0,29.6549888046076,-82.3286967962952,408-410 NW 4TH ST
7696808,Archived,Vehicle (Abandoned/Non-Operational),Trailer has been parked in public parking on side of street for more than two months. Has never moved in that time.,2020-04-21 16:13:00,2020-04-22 08:40:00,16.45,0,29.6566180107954,-82.3240597246299,536–598 NE FIRST ST
2990416,Archived,Emergency - Other,"claw truck pile, checking the possibly of this being a tree service's responsibility. 
I spoke with the owner and the tree service will remove this today.",2016-10-12 11:01:00,2016-11-02 10:43:00,503.7,1,29.675804,-82.361098,2521 NW 26TH PL
3827876,Archived,Road Repair,,2017-10-29 12:32:00,2017-10-30 10:51:00,22.316666666666666,0,29.6530036926269,-82.3202667236328,100-180 NE BLVD
6863272,Archived,Mosquito Control,Mosquitoes are out of control in neighborhood. Can’t go outside without being bit every time in the am/pm.,2019-10-22 07:51:00,2019-10-28 12:46:00,148.91666666666666,1,29.6536184271372,-82.3119018402282,1035 NE 3RD AVE
3354461,Archived,Traffic/Pedestrian Signal,"The left turn signal to turn from NW 75th St (Tower Road) onto Newberry Road isn't long enough. All of the other turn signals at that intersection are much longer and allow for an effective flow of vehicles. Many vehicles turn left onto Newberry Road from NW 75th St at all times of the day. When the light doesn't allow enough people through, the left turn lane gets very backed up. I turn left there every day and sometimes it turns green then immediately turns yellow and only allows two cars to pass. This creates an over flow from the left lane. Other times it allows more cars through, but still not enough for the massive amount of cars that turn left there. I kindly ask that someone please look into and correct this issue. Thank you",2017-04-20 17:42:00,2017-05-15 17:35:00,599.8833333333333,1,29.6596904280415,-82.4223916564649,NW 75TH ST
3424685,Archived,Trash/Debris (Private Property),,2017-05-19 07:56:00,2017-05-19 09:16:00,1.3333333333333333,0,29.6573346,-82.3425762,1521 NW 7TH AVE
3913416,Archived,Trash/Debris (Public Property),Accident Debris left in traffic roundabout. All the $ that went into this project and once again the city can't maintain upkeep. City vehicles constantly drive by this area and no employee will stop to clean it up or report it.,2017-11-29 10:19:00,2017-11-29 15:55:00,5.6,0,29.6594017,-82.3339901,NE 9TH ST AND NE 8TH AVE
3509997,Archived,Road Repair,Located in the westbound lanes of Winston Road just west of SW 29th Dr,2017-06-23 08:46:00,2017-06-26 10:46:00,74.0,1,29.6081049651268,-82.3648618091548,2731 -331
7620046,Archived,General Police Enforcement,"A small homeless camp is forming in the woods south of the Cade/west part of Depot Park.  Times are tough, but family park-goer safety is at issue.",2020-04-02 18:05:00,2020-05-10 13:57:00,907.8666666666667,1,29.6438000000001,-82.32523,DEPOT PARK
3452170,Archived,Trash/Debris (Private Property),Couch in front yard.,2017-05-31 08:23:00,2017-06-01 07:41:00,23.3,0,29.6538200378418,-82.3502655029297,216 NW 20TH TERR
3811698,Archived,General Code Issue,This house looks abandoned and the yard is overgrown. There are feral cats living on the property.,2017-10-24 10:15:00,2017-10-24 15:54:00,5.65,0,29.6706757,-82.3791679,1907 NW 37TH BLVD
8302581,Archived,Traffic/Pedestrian Signal,The signal at NW 53rd Terr/8th ave and west newberry road seems to have changed recently and is slowing down traffic heading East on newberry road   It may be that the left turn signal for cars going from newberry rd onto nw 53rd Terr is on for too long  Have seen this happening both in the morning around 8:30-9am and in the evening around 7:30pm,2020-08-01 12:06:00,2021-05-13 12:09:00,6840.05,1,29.6591067502512,-82.3996660033079,5274–5298 W NEWBERRY RD
2994022,Archived,Emergency - Other,claw truck pile,2016-10-13 10:36:00,2016-11-02 10:43:00,480.1166666666667,1,29.700359,-82.360245,2533 NW 50TH PL
7098430,Archived,Holiday Displays,,2019-12-14 20:04:00,2020-01-17 16:03:00,811.9833333333333,1,29.7311528352273,-82.3892394452407,4310 NW 82ND AVE
3543577,Archived,Other,There's a water leak that's been going on for weeks at the corner of nw 7 terr and nw 22nd Ave. Supposedly reported but so far not fixed. You can't miss it there's a stream down the road and puddles in the yard. Needs to be fixed.,2017-07-07 17:30:00,2017-07-10 08:55:00,63.416666666666664,0,29.6730286626311,-82.332369584669,2199 NW 7 TERR
2206864,Archived,Building (Abandoned/Damaged),Abandoned house. Trash piled up on East Side. Tires commingled with garbage.,2016-02-03 13:48:00,2016-03-21 11:35:00,1125.7833333333333,1,29.653757,-82.3001407,1911-1925 NE 3RD AVE
4489252,Archived,General Code Issue,There is a commercial sign here that is illegally placed.,2018-05-25 13:18:00,2018-05-25 14:56:00,1.6333333333333333,0,29.6540754,-82.3374101,1208 NW 3 AVE
3043959,Archived,Streetlight/Lamp,Hockey Puck street light in front of Prioria Robotics.  South side of the road,2016-11-05 19:31:00,2016-12-07 18:47:00,767.2666666666667,1,29.6459217071533,-82.3182830810547,WALDO RD GREENWAY-DEPOT AVE RAIL-TRAIL
7098468,Archived,Holiday Displays,,2019-12-14 20:44:00,2020-01-06 16:12:00,547.4666666666667,1,29.6904095919093,-82.3575003093534,4019 NW 23RD DR
3291192,Archived,Parking in Yard (Other Than Driveway),7 cars in yard,2017-03-24 17:58:00,2017-03-27 10:39:00,64.68333333333334,0,29.6541366577148,-82.3517837524414,2105 NW 3RD PL
5066835,Archived,Other,"Hello! 

About 2 months ago, I reported a leak in the street right in front of my house.  The leak was repaired and the man who handled the repairs advised that my grass would be replaced as it was pulled up when the work was completed.  However, the grass has not been replaced to date.  Please send someone out asap. For any questions, please call me at 352-214-3741.

Thank you!",2018-10-29 10:57:00,2018-10-29 11:29:00,0.5333333333333333,0,29.658069,-82.3157461,806 NE 7TH AVE
3142614,Archived,Road Repair,There is a drain in the middle of the intersection that is missing its cover.,2017-01-11 09:51:00,2017-01-11 10:09:00,0.3,0,29.6376294550183,-82.37252402646,3450 HULL RD
3697241,Archived,Emergency - Tree or Brush Debris,"Trees blocking sidewalk from NE 17 Ave. to NE 16 PL, W. R/W.",2017-09-11 15:02:00,2017-09-13 13:21:00,46.31666666666667,0,29.6672547,-82.3055248,1619 NE 15 ST
3848808,Archived,Road Repair,,2017-11-04 18:47:00,2017-11-07 11:30:00,64.71666666666667,0,29.6558513641357,-82.3195419311523,500-598 NE BLVD
3505194,Archived,Traffic/Pedestrian Signal,Crossing NW 8th Ave at 4th St is very Dangerous. Could some type of crossing lights be installed. This neighborhood is growing and more are using the rail/trail system. Another problem area for crossing is where S. Main and the rail/trail intersect. Thank you for any attention that can improve the safety of these crossings.,2017-06-21 12:37:00,2017-10-31 14:53:00,3170.266666666667,1,29.6594197,-82.3288104,NW 8TH AVE AND NW 4TH ST
6414663,Archived,Streetlight/Lamp,The light on pole #38129 is out.  This is located at the intersection of SE 4th Street and SE 13th Avenue on the east side of the roadway,2019-08-05 13:43:00,2019-08-07 10:56:00,45.21666666666667,0,29.6392012438832,-82.3182392120361,1125 SE 4TH ST
4458346,Archived,General Code Issue,"Old gas tank sticking out of the ground. Trip hazard, don't know if their is gas still in it. It is located at Mill Run on the west side of the pool. Rick Medina is the property manager his number is 352-538-1441.",2018-05-17 11:48:00,2018-05-18 08:15:00,20.45,0,29.6337417288822,-82.3832019791007,2023 SW 39 WAY
3112563,Archived,Trash/Debris (Private Property),Four bags of what looks/smells like kitchen or restaurant trash have been left on the empty lot at 600 NE Waldo Rd. The garbage bags are near a drainage ditch/creek.,2016-12-21 09:59:00,2016-12-22 07:58:00,21.983333333333334,0,29.657336307,-82.3081617389387,600 NE WALDO RD
2955668,Archived,Grass (Overgrown),"This is the 3 reporting.   Yard is overgrown.  This is not a vacant lot as the plot map indicates.   The last case as well as a phonecall by a neighbor were dropped because they don't think there is a house there.  the house has existed for over 50 years that I have seen it.   Weeds, vines and insects fill the overgrowth.",2016-09-30 13:42:00,2016-10-05 08:48:00,115.1,1,29.6678985078086,-82.3369486116394,NW 12TH ST
7187029,Archived,Trash/Debris (Private Property),Dumped mattresses left on sidewalk,2020-01-08 08:36:00,2020-01-08 14:50:00,6.233333333333333,0,29.6516585955673,-82.3303343822084,25 SW 5TH TER
5078200,Archived,Vehicle (Abandoned/Non-Operational),Inoperable vehicle parked in front of home (east side of street). vehicle is covered with a grey auto cover/tarp. vehicle has been sitting for months. look under the tarp and you'll see the tires are flat and the car is inoperable. It is an eye sore. It has been sitting there for months.,2018-11-01 10:30:00,2018-11-01 12:44:00,2.2333333333333334,0,29.6845947,-82.3613148,3413 NW 26TH TERR
2262787,Archived,Vehicle (Abandoned/Non-Operational),"GRAY TOYOTA CAMRY
6919HK
FLAT FRONT DRIVER TIRE",2016-02-25 13:06:00,2016-02-29 11:00:00,93.9,1,29.67891,-82.306991,2902 NE 14TH ST
8851987,Archived,Blocked Exits,"Why is this owner allowed to keep this bar open? Have you seen how packed he's allowing it with all under 21 year olds? Have you seen the Instagram pictures of these teenagers he is luring in there and serving alcohol to until they can barely walk? If there were a fire or an emergency, these kids would not be able to get out. Shut him down!",2020-11-02 13:19:00,2020-11-05 07:09:00,65.83333333333333,0,29.6521929975842,-82.3365820396396,1120 W UNIVERSITY AVE
7287865,Archived,Street Sign,"Hello, I am requesting that the City install a cross walk sign/Children at Play sign. There are no sidewalks on this road and a moderate amount of traffic. I believe the people who live in this area are prone to vehicle accidents because of no safe way to go up and down the street. 

I also would like to include a crosswalk on SW 17th Pl and SW 42nd St because of the high amount of people crossing that street and the issue of high speed drivers.",2020-01-30 16:58:00,2020-02-12 14:18:00,309.3333333333333,1,29.636314591994,-82.3872148990631,SW 17TH PL & SW 42ND ST
4368744,Archived,Graffiti,foul language sprayed on sidewalk,2018-04-24 09:13:00,2018-04-26 13:19:00,52.1,0,29.6548304085083,-82.3427240923047,322-328 NW 15 TERR
3696053,Archived,Tree/Limbs (Public Property),Blocking the exit of 35th Terr to 16th Ave,2017-09-11 11:27:00,2017-09-12 18:01:00,30.566666666666666,0,29.6652984619141,-82.3749008178711,3555 NW 14TH AVE
7402880,Archived,Vehicle (Abandoned/Non-Operational),Non functional motorcycle in parking area. Looks like it’s being repaired or taken apart.  It’s blocking parking in a very busy area.,2020-02-09 21:50:00,2020-02-10 14:47:00,16.95,0,29.6556423385216,-82.3290478240418,408 NW FIFTH AVE
4306312,Archived,Road Repair,"Pothole in the northbound lane behind the Publix near the exercise place, reporter's motorcycle was damaged badly, pothole needs to be addressed, caller has an image to add as well.",2018-04-05 10:28:00,2018-04-12 09:31:00,167.05,1,29.6641887882216,-82.3265837362152,1309 NW 2ND ST
8629742,Archived,Grass (Overgrown),Overgrown grass,2020-09-22 08:39:00,2020-09-22 10:02:00,1.3833333333333333,0,29.6851279297914,-82.3446558956648,3501–3599 NW 17TH ST
4859992,Archived,Parking in Yard (Other Than Driveway),"There are 4-5 car/pick up trucks parked day and night on the front lawn. This has cause severe erosion and soil/sand is piling up on 10th Ave. Eventually, it will be washed into the sewer and clog it. There are 5 unrelated people living in the house.",2018-08-31 13:20:00,2018-08-31 16:39:00,3.316666666666667,0,29.6618720197542,-82.3463563953107,1824 NW 10TH AVE
6887903,Archived,Right-of-Way Maintenance,Street sweep needed along NW 3rd St from NW 3rd Ave to NW 1st Ave. Tree debris is keeping water from properly draining.,2019-10-26 18:01:00,2019-10-28 07:32:00,37.516666666666666,0,29.6539986903874,-82.3271132004215,219 NW 3RD AVE
5507677,Archived,Trash/Debris (Public Property),There are no public trash cans from Depot Park to the Alachua Criminal Justice Center. Pedestrians ftraveling north from Depot Park on Main Street have no way to dispose of there trash. There is trash everywhere along the sidewalks on Main Street. Please add trash cans for public use as soon as possible. Make Gainesville beautiful.,2019-03-10 13:42:00,2019-03-11 06:50:00,17.133333333333333,0,29.6449794711792,-82.3247010394684,619 S MAIN ST
3713268,Archived,Tree/Limbs (Public Property),Tree is leaning over the road from hurricane,2017-09-18 09:03:00,2017-09-18 16:21:00,7.3,0,29.6756652708934,-82.3534544504729,3213 NW  63RD PL
2495908,Archived,Street Sign,,2016-05-16 08:01:00,2016-05-24 10:28:00,194.45,1,29.668391967249,-82.3390336867234,5767-7299 NW 18 AVE
2989742,Archived,Other,,2016-10-12 07:55:00,2017-03-03 14:06:00,3414.1833333333334,1,29.6561774478755,-82.3147474978258,513 NE 9TH ST
7773590,Archived,Tree/Limbs (Public Property),Severely rotting tree limb hanging over sidewalk,2020-05-07 09:56:00,2020-05-07 11:12:00,1.2666666666666666,0,29.6307570031618,-82.3892614245415,2300-2398 SW 43RD ST
6108235,Archived,Tree/Limbs (Public Property),Dead leaning tree behind home at this address in the city drainage right of way system for Millhopper Station North that is in danger of falling and needs to be removed.,2019-06-28 13:58:00,2019-07-01 17:11:00,75.21666666666667,1,29.713916,-82.380818,6331 NW 38TH TERR
3587589,Archived,Trash/Debris (Public Property),"On NW 39th Ave, just to the east of where it meets NW 6th street, there is a large amount of trash scattered along the sidewalk/grass/woods. This has been happening for a long time, so it would be a nice target for regular trash cleanup.",2017-07-25 20:23:00,2017-07-26 08:57:00,12.566666666666666,0,29.688522774916,-82.3294477496809,430-490 NW 39TH AVE
8937179,Archived,Noise Complaint,Loud music coming from apartment complex. Disturbing others around as well. Could be coming from apartment complex right behind Kensington North on SW 38th Terrace.,2020-11-18 20:36:00,2020-11-19 08:47:00,12.183333333333334,0,29.6352975626778,-82.3813121742569,3880 SW 20TH AVE
2508663,Archived,Trash/Debris (Private Property),Horizon has trash and garbage around dumpster that has been present since last week. Garbage is dumped in the ground in front of an open and empty dumpster. Mattresses and a smashed stereo cabinet have been on the ground since last week. Please assess ASAP.,2016-05-19 09:40:00,2016-07-25 16:29:00,1614.8166666666666,1,29.6664810180664,-82.334228515625,817 NW 16TH AVE
3699339,Archived,Maintenance Ditch/Drainage/Flooding,Placement of pipe plug essential controlling water on north side of berm.  Need anew solution thatRequires less effort.,2017-09-12 09:55:00,2017-09-20 11:41:00,193.76666666666668,1,29.646083,-82.3842773,3941-3951 SW 6TH PL
7511249,Archived,Parking Meter Malfunction,meter out of order.,2020-03-05 16:23:00,2020-03-05 16:24:00,0.016666666666666666,0,29.6510414,-82.3258409,100 SW 1ST AVE
4922292,Archived,Parking Enforcement,"There are cars,trucks,scooters parked all over this property. I counted 15 one night. There is maybe parking for 6-8. There is on street parking on 8th st . This is a national award winning Heritage Oak that they’re parking on!",2018-09-18 10:11:00,2018-09-18 17:31:00,7.333333333333333,0,29.6536905792443,-82.3327064893978,213 NW 8TH ST
2618847,Archived,Road Repair,The pothole is located in westbound center lane of SW Archer Rd in front of the Archer Woods entrance/exit.,2016-06-22 07:49:00,2016-06-22 09:59:00,2.1666666666666665,0,29.6293158013774,-82.3682574710274,3020 SW ARCHER RD
8020766,Archived,Sidewalk Repair,"Pavers are 1/2 inch above sidewalk, causing a tripping hazard. The length is about 3 feet long going down a set of stairs, back of the HQ Library access road. Need ASAP, safety issue.",2020-06-17 09:22:00,2020-06-18 15:40:00,30.3,0,29.651823,-82.3217265,401 E UNIVERSITY AVE
7094202,Archived,Sidewalk Repair,Trip hazard,2019-12-13 12:43:00,2019-12-23 18:40:00,245.95,1,29.6540112931719,-82.3176780691881,306 NE 7TH ST
6508868,Archived,Traffic/Pedestrian Signal,"Reported via phone message.  Traffic signal cycles need to be checked and adjusted for turn lanes at the intersection of Newberry Road and NW 122nd Street .  Traffic is terribly backed up at rush hours, especially during morning rush.",2019-08-20 09:44:00,2019-11-13 13:20:00,2043.6,1,29.6603110750603,-82.4723224401032,801-845 NW 122ND ST
6753159,Archived,Streetlight/Lamp,"light flickers/turns off and back all through the night and day, looks like the light/day sensor is malfunctioning. Light turns on and off ever 5-10 mins.",2019-09-30 11:41:00,2019-10-03 10:21:00,70.66666666666667,0,29.6985546474218,-82.3633079147351,4736 NW 27TH TER
7141994,Archived,Grass (Overgrown),"Unoccupied home in residential neighborhood with grass at least 4"" high, front and back.  Vermin seen running out of yard.",2019-12-27 16:19:00,2020-01-02 13:25:00,141.1,1,29.666241,-82.31598,1524 NE 8TH ST
3316580,Archived,Parking in Yard (Other Than Driveway),Cars parked in yard. Mostly 2 but up to 4 at times,2017-04-05 08:59:00,2017-04-05 09:39:00,0.6666666666666666,0,29.6562715012482,-82.3754002,537 NW 35TH TERR
4422016,Archived,Road Repair,"All of nw 9th st needs attention: dips, future sinkholes, and potholes.",2018-05-08 12:54:00,2018-05-15 08:31:00,163.61666666666667,1,29.6696353470331,-82.3340659085788,1920 NW 9TH ST
3456985,Archived,General Code Issue,Continued parking of boat on trailer in driveway but trailer is longer than driveway and blocks sidewalk,2017-06-01 14:33:00,2017-06-02 16:49:00,26.266666666666666,0,29.7284055,-82.3983354,5153 NW 81ST AVE
6101302,Archived,Right-of-Way Maintenance,The fenced entrance to the job site at this location is obstructing the public right-of-way on the sidewalk. The only way around the fence is through an overgrown landscaped area and then onto the street. This is poses an accessibility issue for anyone with mobility impairments who relies on a clear sidewalk.,2019-06-27 13:22:00,2019-07-01 14:11:00,96.81666666666666,1,29.6512948877513,-82.3385597612499,1238 SW 1ST AVE
5212322,Archived,Road Repair,"A fairly deep pothole opened up in the center of our street between 828 NE 5th Ave and 842 NE 5th Ave last night. We have a lot of pedestrians and bikes on our street, so worried someone might not see it. Thank you of addressing.",2018-12-17 08:17:00,2018-12-17 10:41:00,2.4,0,29.6556823034607,-82.3151310480681,842 NE 5TH AVE
5815674,Archived,Tree/Limbs (Public Property),Tree growth is extending into the street and striking/touching vehicles over 7' or 8' because of the branches extending into the road. The trees along this short stretch of road at the entryway need trimmed to prevent further damage.,2019-05-07 10:13:00,2019-05-07 11:31:00,1.3,0,29.7286445631343,-82.3908768422974,8008 NW 44TH ST
4334392,Archived,Vehicle (Abandoned/Non-Operational),"Abandoned motorcycle, no tag",2018-04-13 15:24:00,2018-04-13 15:51:00,0.45,0,29.6341066958013,-82.3432450651041,2001 SW 16TH ST
3402291,Archived,Street Sign,"There is a speed hump on NW 12th St. between NW 6th Ave. and NW 6th Pl.
However, there is no sign and as the street isn't well lit so there is no warning when you hit it. 
The point of speed humps is to slow speed and if there is no sign alerting drivers about the speed humps, they won't slow down.",2017-05-10 11:33:00,2017-05-10 11:51:00,0.3,0,29.6565073,-82.3371076,561 NW 12TH ST
1955386,Archived,Road Repair,There are multiple potholes--at least 3 or 4 all around this area.,2015-10-04 21:33:00,2015-10-05 09:29:00,11.933333333333334,0,29.6630467033897,-82.3389320407575,1229 NW 12TH AVE
3702690,Archived,Tree/Limbs (Public Property),tree hanging above city street,2017-09-13 09:21:00,2017-09-20 17:51:00,176.5,1,29.6776202,-82.315459,800 NE 28TH AVE
7463570,Archived,Garbage Pick Up & Recycling,Water heater left on side of road for over a week,2020-02-24 10:49:00,2020-02-24 11:33:00,0.7333333333333333,0,29.653187697219,-82.36565833,102 NW 28TH TERR
7514062,Archived,Trash/Debris (Public Property),Large amount of yard debris on right of way,2020-03-06 06:52:00,2020-03-10 06:18:00,95.43333333333334,1,29.6534104483043,-82.3543108888278,2215 NW SECOND AVE
3470895,Archived,General Code Issue,,2017-06-07 08:20:00,2017-06-07 12:38:00,4.3,0,29.6644317,-82.2925285,2435 NE 13TH AVE
4302023,Archived,General Code Issue,There is an abandoned pole at the southeast corner of nw 3rd Ave and nw 15th terrace. nothing has been attached to this pole for many years. It has no inspection tags and it's only marking in the attached photo is from 1994. likely it has been abandoned since the apartment complex was built in 1995. There are three poles at this intersection and I want to be very clear that the one on the southeast corner has no connections to any services and has had no connections for many years. we are reporting it because we want to landscape that area of our apartment complex and this stub pole is hindering this effort.,2018-04-04 08:25:00,2019-02-05 07:52:00,7367.45,1,29.6539018,-82.3427182,220 NW 15 TERR
3239184,Archived,Other,,2017-02-28 13:18:00,2017-02-28 17:12:00,3.9,0,29.6592188946161,-82.3375817249791,1215 NW 8TH AVE
6627182,Archived,Parking in Yard (Other Than Driveway),Yard parking,2019-09-08 20:24:00,2019-09-10 09:07:00,36.71666666666667,0,29.6538400623483,-82.3539359665376,2204 NW 2ND AVE
3301993,Archived,Right-of-Way Maintenance,Utility box needs to be straightened,2017-03-29 16:57:00,2017-03-29 17:26:00,0.48333333333333334,0,29.6484181,-82.3222187,358-398 SE 4TH AVE
2799471,Archived,Trash/Debris (Public Property),"Garbage can is overflowing, and trash is crushing landscaped plants. Located on northbound bike trail, just north of intersection of NE 8th Ave. and Waldo Rd. Directly in front of metal recycling center.",2016-08-15 10:05:00,2016-08-15 17:29:00,7.4,0,29.6595650279806,-82.3060424846636,WALDO RD GREENWAY-DEPOT AVE RAIL-TRAIL
8813399,Archived,Traffic Enforcement,"The speeding on University Avenue between 22nd St and 34th Ave is endemic and ridiculously dangerous  I own a LIDAR unit for baseball/softball. I routinely clock 55-75 MPH traffic speeds in a 35 MPH zone  Please have more traffic enforcement than one day a month or one week a year in this area. Large population of scooter riders and folks crossing University Ave to get to campus or 2nd Ave are in mortal danger  For the love of God, do something about it, please!",2020-10-25 17:23:00,2020-10-27 08:52:00,39.483333333333334,0,29.6520925092093,-82.3572752830687,2317 W UNIVERSITY AVE
7673238,Archived,Parking in Yard (Other Than Driveway),,2020-04-15 17:36:00,2020-04-16 08:20:00,14.733333333333333,0,29.6570084771584,-82.3536046989536,615 NW 22ND ST
3053515,Archived,Trash/Debris (Private Property),Trash/Debris left on side of street but not picked up as trash for 2 weeks.  May not be eligible for pickup,2016-11-11 14:42:00,2016-11-14 10:35:00,67.88333333333334,0,29.690251,-82.35285,4003 NW 21ST DR
2987945,Archived,Emergency - Other,claw truck pile,2016-10-11 14:17:00,2016-11-02 10:43:00,524.4333333333333,1,29.6528198,-82.3780356,27 NW 36TH DR
5194018,Archived,Building (Abandoned/Damaged),"There is a mentally disabled man that resides in the house. Drug addicts have basically taken over the house as the man lacks the capacity to keep them out. The police temporarily run then off almost daily. The house has broken windows (some boarded), the porch screens are destroyed, the condition of the interior is unknown. The house is basically being used as a drug house.",2018-12-11 00:16:00,2018-12-11 16:18:00,16.033333333333335,0,29.6531977,-82.3070105,109 NE 14 ST
7628647,Archived,Road Repair,road erosion,2020-04-05 09:07:00,2020-04-06 16:10:00,31.05,0,29.6765127,-82.3790311,3715 NW 25 AVE
2371130,Archived,Street Sweeping,,2016-04-05 09:32:00,2016-04-11 07:53:00,142.35,1,29.657527923584,-82.3332366943359,808 NW 7TH AVE
